Appelation courante;Description;Historique/Anecdotes;Commune;Entité;Adresse actuelle;Latitude;Longitude;Photographies;r_Photographies
Grille d'entrée du n°149 chaussée de Ciney;Grille d'entrée d'une ancienne ferme, en trois parties. Belle frise.;""" Implantée perpendiculairement à la voirie, ancienne ferme organisée en longueur,
construite en plusieurs phases durant le 19e siècle. Longé d’un trottoir pavé, haut
logis établi en double corps sous un toit à deux versants à croupes, probablement
en 1872. Façade en brique montée sur un soubassement en moellons réglés de
calcaire, animée par les ressauts de la travée centrale et des pilastres d’angle.
Ouvertures bombées à clé sur appuis saillants et frise de brique redentée longeant
la toiture. A droite, longue aile en moellons de calcaire et brique sous toiture
d’asbeste-ciment, remontant à la 1re moitié du 19e siècle pour la partie centrale
en calcaire et qui, malgré quelques remaniements dans la 2e moitié du 19e et au
20e siècle, maintient les fonctions agricoles – étable sous fenil, grange et bergerie
– encore bien identifiables. A l’arrière, dans le jardin, haut chêne planté lors de
l’édification du logis. CS ""
IPIC : 92097-INV-0102-01";Ohey;Ohey;Rue de Ciney, 149;50.439961;5.121475;Ohey-Cat10.2-GrilleEntréeCiney149-AF-01Ohey-Cat10.2-GrilleEntréeCiney149-AF-02Ohey-Cat10.2-GrilleEntréeCiney149-AF-03;Ohey-Cat10.2-GrilleEntréeCiney149-AF
Grille d'entrée du n°244 rue Eugène Ronvaux;Située dans l'axe de l'entrée de la maison, petite grille à deux battants cantonnée de piliers en calcaire. Barreaux, doublés dans la partie basse, teminés par des fers de lance au niveau de la frise supérieure, agrémentée de volutes. Montants sommés par des petits vases.  ;Pas d'information trouvée;Ohey;Ohey;Rue Eugène Ronvaux, 244;50.437314;5.125867;Ohey-Cat10.2-GrilleEntréeEugèneRonvaux244-AD-01Ohey-Cat10.2-GrilleEntréeEugèneRonvaux244-AD-02;Ohey-Cat10.2-GrilleEntréeEugèneRonvaux244-AD
Grille d'entrée du n°267 route d'Andenne;"Grille basse et large à deux battants, intéressante pour son  monogramme "" F "" - "" R "" incorporé dans les volutes de la frise, au centre de la grille. Vase décoratif sur le montant central.";Cette habitation n'apparaît pas encore à l'Atlas des voiries vicinales de 1841. ;Ohey;Haillot;Rue Pourri-Pont, 267;50.45306;5.1329;Haillot-Cat10.2-GrilleEntréePourri-Pont267-AF-01Haillot-Cat10.2-GrilleEntréePourri-Pont267-AF-02  ;Haillot-Cat10.2-GrilleEntréePourri-Pont267-AF
Grille d'entrée du n°90 rue du Tilleul ;"Grille d'entrée décorée par diverses volutes et dont les barreaux, terminés en petites pointes, sont fixés entre des traverses doubles. "" Etabli en retrait de la voirie et entouré d’un jardin clos de haies, logis de ferme, de style éclectique, daté de 1912 dans un cartouche, accessible par une entrée cantonnée de piliers en brique bagués de calcaire et sommés de vases d’amortissements. (...) ""IPIC 92097-INV-0107-01 ";Pas d'information trouvée;Ohey;Ohey;Rue du Tilleul, 90;50.437456;5.12069;Ohey-Cat10.2-GrilleEntréeTilleul90-AD-01Ohey-Cat10.2-GrilleEntréeTilleul90-AD-02Ohey-Cat10.2-GrilleEntréeTilleul90-AD-03Ohey-Cat10.2-GrilleEntréeTilleul90-AD-04;Ohey-Cat10.2-GrilleEntréeTilleul90-AD
Grille du cimetière;Cantonnée de deux piliers en calcaire, grille à deux battants, à barreaux, doublés dans la partie basse, terminés par des fers de lance au niveau de la  frise supérieure. Un joli jeu de volutes agrément celle-ci.  ;" "" A la sortie du village en direction de Goesnes, cimetière enclos de murs en moellons de calcaire, accessible par une entrée bordée de deux solides piliers en calcaire. Contre les murs, importants monuments en pierre calcaire d’inspirations diverses. (...) "" 
IPIC : 92097-INV-0144-01";Ohey;Perwez;Rue du Bois de Goesnes, cimetière;50.456014;5.176301;Perwez-Cat10.2-GrilleCimetière-AF-01Perwez-Cat10.2-GrilleCimetière-AF-02;Perwez-Cat10.2-GrilleCimetière-AF
Grille du tilleul d'Haillot;"Autour des vestiges du Tilleul d'Haillot, grille circulaire à barreaux sommés de motifs en "" S "".";"Cette grille date de 1906. Elle fut placée par la Commune.
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.13.

Ce tilleul a été détruit par la foudre en mai 2021.";Ohey;Haillot;Rue Stocus + en face du n° 60;50.440199;5.148834;Haillot-Cat10.2-GrilleTilleulD'Haillot-AF-01Haillot-Cat10.2-GrilleTilleulD'Haillot-AF-02Haillot-Cat10.2-GrilleTilleulD'Haillot-AF-03;Haillot-Cat10.2-GrilleTilleulD'Haillot-AF
Grille latérale du n°244 rue Eugène Ronvaux;Portail d'entrée latéral, à deux battants fixés sur des piliers calcaire garantis par des chasse-roues. Barreaux sommés par des pointes ondulées, doublés dans la partie basse. Bras mécaniques ajoutés.  ;Pas d'information trouvée;Ohey;Ohey;Rue Eugène Ronvaux, 244;50.437314;5.125867;Ohey-Cat10.2-GrilleEntréeEugèneRonvaux244-AD-01Ohey-Cat10.2-GrilleEntréeEugèneRonvaux244-AD-02;Ohey-Cat10.2-GrilleEntréeEugèneRonvaux244-AD
Grilles de la ferme Noël;Portail d'entrée de la cour de ferme fixé à gauche dans un muret et à droite dans un pilier d'angle du jardinet du logis. Deux battants composés d'éléments en fer plat assemblés par des rivets. Barreaux doublés dans la partie basse. Deux grandes traverses obliques de renfort. ;Pas d'information trouvée;Ohey;Ohey;Rue du Tilleul, 91;50.437232;5.120411;Ohey-Cat10.2-GrillesFermeNoël-AD-01Ohey-Cat10.2-GrillesFermeNoël-AD-02;Ohey-Cat10.2-GrillesFermeNoël-AD
Grilles de soupiraux de l'ancienne maison Rosoux;Huit grilles de soupiraux, disposées par paire sous les fenêtres du rez-de-chaussée, à l'avant et à l'arrière de la maison.;""" Précédée d’une cour limitée d’un muret surmonté de grilles ouvragées, maison bourgeoise de style éclectique élevée en 1895, aujourd’hui investie par les services communaux (…) ""
IPIC 92097-INV-0104-03

L'ancienne maison Rosoux était dénommée Villa Groynne, du nom de la famille qui l'a fait bâtir en 1895 grâce à la vente de leurs actions des chemins de fer en Russie. Par héritage, elle passa à Juliette Groynne (fille de Léon et de Félicie Monjoie), épouse d'André Rosoux. Le 18 juin 1986, la Commune d'Ohey a acheté le bien (3 Ha, 7 A, 8 Ca) à Etienne Rosoux pour 3.756.380 francs.
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.14.";Ohey;Ohey;Rue du Tilleul, 95;50.436491;5.120495;Ohey-Cat10.2-GrillesSoupirauxMaisonRosoux-AD-01Ohey-Cat10.2-GrillesSoupirauxMaisonRosoux-AD-02Ohey-Cat10.2-GrillesSoupirauxMaisonRosoux-AD-03Ohey-Cat10.2-GrillesSoupirauxMaisonRosoux-AD-04;Ohey-Cat10.2-GrillesSoupirauxMaisonRosoux-AD
Grilles de soupiraux des n° 247 et 248 rue Eugène Ronvaux;Quatre grilles de soupiraux identiques. Jolie composition de fers plats, assemblés par des rivets, torsadés ou incurvés en volutes.;Pas d'information trouvée;Ohey;Ohey;Rue Eugène Ronvaux, 247 et 248;50.437323;5.126703;Ohey-Cat10.2-GrillesSoupirauxEugèneRonvaux247Et248-AD-01Ohey-Cat10.2-GrillesSoupirauxEugèneRonvaux247Et248-AD-02;Ohey-Cat10.2-GrillesSoupirauxEugèneRonvaux247Et248-AD
Grilles de soupiraux du n° 28 route de Huy;De chaque côté du perron d'entrée, grille de soupirail à cinq barreaux verticaux ronds, pointus au sommet, reliés par 2 traverses. Beaux encadrements en pierre de taille.;""" En léger retrait de la voirie, à l’angle de la rue Matagne, maison en grès d’esprit
traditionnel, datée « J.B. / 1770 » sur la traverse de la porte. Double corps de deux niveaux sur cave sous toit à deux versants qui, bien que modifié au 19e siècle au rez-de-chaussée, conserve intégrité et reste principalement intéressant pour la porte classique, assez massive, au cintre déprimé à clé sur jambages harpés qui maintient une belle traverse festonnée. A droite, annexe avec portail surbaissé en brique sous toit à deux versants, et perron du 20e siècle. CS ""
IPIC : 92097-INV-0030-02";Ohey;Haillot;Route de Huy, 28;50.437828;5.15541;Haillot-Cat10.2-GrillesSoupirauxHuy28-MT-01Haillot-Cat10.2-GrillesSoupirauxHuy28-MT-02;Haillot-Cat10.2-GrillesSoupirauxHuy28-MT
Grilles de soupiraux du n°232 chaussée de Ciney;Grillage sobrement décoré s'intégrant dans un encadrement en moellonnage calcaire rustique;Pas d'information trouvée;Ohey;Ohey;Rue de Ciney, 232;50.437336;5.12296;Ohey-Cat10.2-GrillesSourirauxCiney232-AD-01Ohey-Cat10.2-GrillesSourirauxCiney232-AD-02Ohey-Cat10.2-GrillesSourirauxCiney232-AD-03;Ohey-Cat10.2-GrillesSourirauxCiney232-AD
Grilles de soupiraux du n°45 route de Huy;""" A l’angle, ferme en long du 3e tiers du 19e siècle, principalement construite en deux étapes en moellons de grès et pierre calcaire sous un long toit (...) L’ensemble aligne un logis d’esprit néo-classique (...) ouvert par une porte conservant un beau vantail (...) ""IPIC :  92097-INV-0097-01 De chaque côté de la porte, ferronnerie de soupirail composée de 6 barreaux en forme de S reliés par une traverse";""" Ce hameau (Matagne) au sud de la localité s'est installé sur le 1er tige condruzien. Il est très ancien puisque le diverticulum romain Huy-Dinant le traversait et que dans sa plaine, en 1932, une campagne de fouilles révèle l'existence d'un cimetière mérovingien - 17 tombes (...) plusieurs habitations et fermes du début du XVIIIe siècle, offrent encore de magnifiques portes en façade (...) Enfin, l'endroit s'appelait encore "" Al Baurire "" : sur cette route importante, on percevait encore l'octroi en 1852 ! "" 
Source : article d'Adolphe Ronveaux dans le journal "" Les Echos du Condroz "", sd.  ";Ohey;Haillot;Route de Huy, 45;50.436756;5.15056;Haillot-Cat10.2-GrillesSoupirauxHuy45-MT-01                                          Haillot-Cat10.2-GrillesSoupirauxHuy45-MT-02Haillot-Cat10.2-GrillesSoupirauxHuy45-MT-03;
Grilles de soupiraux du n°9 rue de l'église ;""" Implantée en retrait d’une courette limitée à rue par des grilles sur muret, maison bourgeoise de style néo-classique édifiée au milieu du 19e siècle, à proximité des églises. Elégants pilastres d’entrée annonçant le double corps élevé sur deux niveaux et demi montés sur caves protégées de belles ferronneries. (...) ""IPIC : 92097-INV-0080-01 Sous les deux fenêtres du rez-de-chaussée, grilles de soupiraux composées de barreaux plats en forme de "" S "" étirés, fixés au centre avec rivets sur une traverse plate.";""" Implantée en retrait d’une courette limitée à rue par des grilles sur muret, maison bourgeoise de style néo-classique édifiée au milieu du 19e siècle, à proximité des églises. Elégants pilastres d’entrée annonçant le double corps élevé sur deux niveaux et demi montés sur caves protégées de belles ferronneries. Toit d’asbesteciment à deux versants à petites croupes. Précédée d’un emmarchement, large porte rectangulaire et baies dégressives de même type, pignons et façade arrière munis d’un oeil de boeuf. CS ""
IPIC : 92097-INV-0080-02";Ohey;Haillot;Rue de l'église, 9 ;50.440615;5.14943;Haillot-Cat10.2-GrillesSoupirauxEglise9-AF-01Haillot-Cat10.2-GrillesSoupirauxEglise9-AF-02;Haillot-Cat10.2-GrillesSoupirauxEglise9-AF
Grotte à la rue du Moulin;""" Aménagée dans un jardin privé, grotte artificielle reproduisant simplement le modèle de la grotte Notre-Dame de Lourdes. Niche abritant la statue de la Vierge protégée d’un vitrage. Aux abords, petit canal souterrain en rocaille qui évoque la source miraculeuse du site originel et qui complète l’aménagement paysager. CS ""IPIC : 92097-INV-0075-01";En 2010, comme le montre l'iconographie, le site était fermé, côté rue, par une barrière en béton et une grille en ferronnerie. La barrière en béton avait déjà souffert des affres du temps, seule la partie à gauche de la grille étant dans son état d'origine, dans un style Art déco.  ;Ohey;Haillot;Rue du Moulin, 186;50.44267;5.14493;Haillot-Cat2.5-GrotteMoulin- AF-01Haillot-Cat2.5-GrotteMoulin- AF-02;Haillot-Cat2.5-GrotteMoulin- AF
Grotte à la rue stocus;""" Isolée au bout de la rue, protégée par une ceinture végétale, petite grotte artificielle construite au 20e siècle, en contrehaut d’un emmarchement. Simple édicule à intérêt mémoriel ménageant une niche en bois ponctuée d’une croix faitière qui abrite une statuette de la Vierge. CS ""IPIC : 92097-INV-0074-01 Accessible par huit marches bordées de rambardes métalliques peintes en blanc.";Pas d'information trouvée;Ohey;Haillot;Rue Stocus;50.437406;5.143593;Haillot-Cat2.5-GrotteStocus-MT-01Haillot-Cat2.5-GrotteStocus-MT-02Haillot-Cat2.5-GrotteStocus-MT-03Haillot-Cat2.5-GrotteStocus-MT-04;Haillot-Cat2.5-GrotteStocus-MT
Hêtre pourpre de l'ancien parc du presbytère;Hêtre pourpre situé dans le parc de la crêche, anciennement jardin du presbytère. Il est le rescapé d'un groupe de trois sujets, encore signalé en 1998. Cette année-là, il mesurait 26 m de haut.;Pas d'information trouvée;Ohey;Ohey;Place Roi Baudouin + à l'arrière de l'église;50.435889;5.121294;Ohey-Cat12.6-HêtrePourpreParcPresbytère-AD-01àOhey-Cat12.6-HêtrePourpreParcPresbytère-AD-06;
La petite chapelle;""" Légèrement en oblique, isolé à l’abri d’un arbre, petit oratoire construit en 1948 comme l’indique la date peinte sous l’ample toiture à longues croupes et égouts retroussés, sommée d’une simple croix, qui couvre à la fois la mononef et le porche introduit par deux larges piliers carrés. Chapelle ouverte, élevée en moellons équarris de grès à joints tirés, fermée par un chevet plat et pourvue de fenêtres latérales à croisillons munis de verre coloré. Banc de recueillement de même type précédant l’édifice. CS ""IPIC : 92097-INV-0153-01 Nef fermée par une grille en fer ajourée décorée de huit petites croix. Autel en grès surmonté d'une petite niche avec statue de Notre-Dame de Fatima. Deux rosiers.";Lieu de rencontre pour les jeunes, il y a plus de 50 ans.;Ohey;Perwez;Rue Bois Dame Agis, 93 + en face;50.461554;5.174455;Perwez-Cat2.5-Chapelle-PG-01Perwez-Cat2.5-Chapelle-PG-02;Perwez-Cat2.5-Chapelle-PG
Lampe du n°90 rue du Tilleul;Ancienne lampe d'inspiration florale terminée par un globe allongé en verre ;Pas d'information trouvée;Ohey;Ohey;Rue du Tilleul, 90;50.437456;5.12069;Ohey-Cat6.3-LampeEntréeTilleul90-AD-01Ohey-Cat6.3-LampeEntréeTilleul90-AD-02Ohey-Cat6.3-LampeEntréeTilleul90-AD-03Ohey-Cat6.3-LampeEntréeTilleul90-AD-04;Ohey-Cat6.3-LampeEntréeTilleul90-AD
Lettrage de la Menuiserie Marcel Marchal;""" Installé en périphérie du centre du village, bâtiment industriel en brique de tendance moderniste de la 1re moitié du 20e siècle, couvert d’un toit à deux versants d’asbeste-ciment ondulé. Façade principale typée dans sa conception, qui conserve dans la partie supérieure les inscriptions de la fonction et du commanditaire « MENUISERIE / Marcel MARCHAL », surmontées d’un logo en béton reprenant les trois M. A l’étage, fenêtres hautes et étroites, en bandeau, conservant les châssis métalliques d’origine. Autres ouvertures de type différent, surmontées d’un linteau en béton. A l’arrière, cheminée en brique bien conservée. Façades latérales largement éclairées de baies rectangulaires. CS ""IPIC : 92097-INV-0078-01";Pas d'information trouvée;Ohey;Haillot;Rue du Centre, 111 + à l'arrière;50.444577;5.147467;Haillot-Cat18-LettrageMenuiserieMarchal-AF-01Haillot-Cat18-LettrageMenuiserieMarchal-AF-02;Haillot-Cat18-LettrageMenuiserieMarchal-AF
Logo de la Menuiserie Marcel Marchal;""" Installé en périphérie du centre du village, bâtiment industriel en brique de tendance moderniste de la 1re moitié du 20e siècle, couvert d’un toit à deux versants d’asbeste-ciment ondulé. Façade principale typée dans sa conception, qui conserve dans la partie supérieure les inscriptions de la fonction et du commanditaire « MENUISERIE / Marcel MARCHAL », surmontées d’un logo en béton reprenant les trois M. A l’étage, fenêtres hautes et étroites, en bandeau, conservant les châssis métalliques d’origine. Autres ouvertures de type différent, surmontées d’un linteau en béton. A l’arrière, cheminée en brique bien conservée. Façades latérales largement éclairées de baies rectangulaires. CS ""IPIC : 92097-INV-0078-02";Pas d'information trouvée;Ohey;Haillot;Rue du Centre, 111 + à l'arrière;50.444577;5.147467;Haillot-Cat18-LogoMenuiserieMarchal-AF-01Haillot-Cat18-LogoMenuiserieMarchal-AF-02;Haillot-Cat18-LogoMenuiserieMarchal-AF
